GEOID;Population;Year
0824501002;935;2019
0824501003;1403;2019
0824501004;869;2019
0824501005;928;2019
0824501006;886;2019
0824501007;845;2019
0824501008;816;2019
0824501009;1382;2019
0824501010;1699;2019
0824501011;1115;2019
0824501012;831;2019
0824501013;2008;2019
0824501014;1099;2019
0824501015;963;2019
0824501016;931;2019
0824501017;1587;2019
0824501018;1336;2019
0824501019;1498;2019
0824502001;974;2019
0824502002;1548;2019
0824502003;1703;2019
0824502004;1391;2019
0824502005;1395;2019
0824502006;1294;2019
0824502007;2062;2019
0824502008;1476;2019
0824502009;1224;2019
0824502010;791;2019
0824502011;1415;2019
0824503001;856;2019
0824503002;718;2019
0824503003;909;2019
0824503004;1074;2019
0824503005;1236;2019
0824503006;1177;2019
0824503007;1695;2019
0824503008;833;2019
0824503009;1649;2019
0824503010;701;2019
0824503011;1162;2019
0824503012;1619;2019
0824503013;1616;2019
0824503014;1244;2019
0824503015;1335;2019
0824503016;913;2019
0824503017;708;2019
0824504001;1116;2019
0824504002;1267;2019
0824504003;1626;2019
0824504004;1476;2019
0824504005;1080;2019
0824504006;1268;2019
0824504007;1590;2019
0824504008;1678;2019
0824504009;1493;2019
0824504010;1238;2019
0824504011;1163;2019
0824504012;1070;2019
0824504013;1037;2019
0824504014;1817;2019
0824504015;1453;2019
0824504016;1493;2019
0824505001;1044;2019
0824505002;1414;2019
0824505003;1143;2019
0824505004;863;2019
0824505005;1271;2019
0824505006;1223;2019
0824505007;1132;2019
0824505008;1006;2019
0824505009;1233;2019
0824505010;949;2019
0824505011;1561;2019
0824505012;1556;2019
0824505013;1448;2019
0824505014;1552;2019
0824505015;1573;2019
0824505016;1259;2019
0824505017;925;2019
0824505018;1306;2019
0824505019;1282;2019
0824506001;687;2019
0824506002;1142;2019
0824506003;1090;2019
0824506004;881;2019
0824506005;1235;2019
0824506006;1029;2019
0824506007;742;2019
0824506008;1420;2019
0824506009;656;2019
0824506010;1133;2019
0824506011;1126;2019
0824506012;1070;2019
0824506013;438;2019
0824506014;1532;2019
0824506015;805;2019
0824506016;657;2019
0824506017;1074;2019
0824601001;2248;2019
0824701001;1345;2019
0824801001;3667;2019
0824801002;3621;2019
0824901001;374;2019
0825001001;848;2019
0825001002;2148;2019
0825001003;1211;2019
0825001004;857;2019
0825001005;2664;2019
0825001006;1386;2019
0825001007;866;2019
0825101001;1168;2019
0825101002;1652;2019
0825101003;2801;2019
0825101004;1990;2019
0825201001;2634;2019
0825201002;1168;2019
0825201003;1349;2019
0825201004;1454;2019
0825201005;1478;2019
0825201006;1075;2019
0825201007;891;2019
0825201008;1236;2019
0825201009;864;2019
0825201010;1373;2019
0825201011;1616;2019
0825201018;1048;2019
0825201019;1489;2019
0825201020;1082;2019
0825201021;1295;2019
0825201022;2024;2019
0825201023;776;2019
0825201024;969;2019
0825201025;1054;2019
0825201026;2307;2019
0825201027;2452;2019
0825201028;1771;2019
0825201029;1686;2019
0825301001;150;2019
0825401001;2181;2019
0825501001;184;2019
0825601001;893;2019
0825701001;126;2019
0825801001;1025;2019
0825901001;3136;2019
0825901002;2217;2019
0825901003;2329;2019
0825901004;1741;2019
0826001001;1710;2019
0826001002;1275;2019
0826001003;2259;2019
0826001004;2174;2019
0826001005;1676;2019
0826001006;1002;2019
0826001007;1285;2019
0826001008;1790;2019
0826001009;2416;2019
0826001010;1045;2019
0826001011;1172;2019
0826001012;2199;2019
0826001013;1169;2019
0826001014;1038;2019
0826001015;1536;2019
0826001016;2053;2019
0826101001;1933;2019
0826101002;1513;2019
0826201001;1706;2019
0826201002;1755;2019
0826201003;2099;2019
0826202001;2570;2019
0826202002;1393;2019
0826301001;793;2019
0826301002;1899;2019
0826301003;1382;2019
0826301004;1878;2019
0826301005;1552;2019
0826301006;871;2019
0826301007;1782;2019
0826301008;1052;2019
0826301009;713;2019
0826301010;1209;2019
0826301011;1437;2019
0826301012;889;2019
0826302001;709;2019
0826302002;2081;2019
0826302003;1338;2019
0826303001;1884;2019
0826303002;1866;2019
0826304001;1847;2019
0826304002;1753;2019
0826304003;1182;2019
0826401001;2421;2019
0826401002;1548;2019
0826401003;1006;2019
0826401004;1432;2019
0826501001;2058;2019
0826601001;2506;2019
0826601002;2198;2019
0826601003;1636;2019
0826601004;1625;2019
0826601005;1044;2019
0826601006;1715;2019
0826601007;803;2019
0826601008;1706;2019
0826601009;1721;2019
0826601010;2146;2019
0826601011;1711;2019
0826601012;2477;2019
0826601013;1082;2019
0826601014;1937;2019
0826601015;1857;2019
0826601016;1516;2019
0826601017;2126;2019
0826601018;1594;2019
0826601019;2170;2019
0826601020;1377;2019
0826601027;1787;2019
0826601028;1730;2019
0826601029;1947;2019
0826601030;2448;2019
0826601031;1038;2019
0826601032;831;2019
0826601033;1416;2019
0826601034;1848;2019
0826601035;2205;2019
0826601036;1477;2019
0826601037;1406;2019
0826601038;1801;2019
0826601039;1040;2019
0826601040;1482;2019
0826701001;1585;2019
0826701002;2104;2019
0826701003;1737;2019
0826701004;2226;2019
0826701005;1426;2019
0826801001;512;2019
0826801002;633;2019
0826901001;2221;2019
0826901002;1298;2019
0827001001;1583;2019
0827001002;1890;2019
0827001003;3822;2019
0827001004;2669;2019
0827001005;1033;2019
0827002001;2162;2019
0827002002;1460;2019
0827002003;1825;2019
0827002004;1733;2019
0827002005;1345;2019
0827002006;1686;2019
0827002007;1177;2019
0827002009;2716;2019
0827002010;2159;2019
0827002011;2047;2019
0827101001;79;2019
0827201001;209;2019
0827301001;824;2019
0827301002;1403;2019
0827301003;817;2019
0827401001;2044;2019
0827401002;966;2019
0827401004;1824;2019
0827401005;1108;2019
0827501001;316;2019
0827601001;323;2019
0827701001;206;2019
0827801001;1826;2019
0827801002;1672;2019
0827801003;1188;2019
0827801004;1803;2019
0827901001;1361;2019
0827901002;1489;2019
0827901004;2031;2019
0827901005;1290;2019
0827901006;1555;2019
0827901007;1828;2019
0827901008;2680;2019
0827901009;1429;2019
0827901010;1299;2019
0827901011;1295;2019
0827901012;1536;2019
0827901013;933;2019
0827901014;2269;2019
0827901015;1327;2019
0827901016;2365;2019
0827901017;2071;2019
0827901018;589;2019
0827901019;1601;2019
0827901020;1401;2019
0827901021;1443;2019
0827901022;1937;2019
0827901023;1335;2019
0827901024;866;2019
0827902001;1932;2019
0827902002;1483;2019
0827902003;1834;2019
0827902004;1504;2019
0827902005;1356;2019
0827902006;1231;2019
0827902008;1281;2019
0827902009;1900;2019
0827902011;1237;2019
0827902012;1613;2019
0827902014;2119;2019
0827902015;848;2019
0827902016;2379;2019
0827902017;2039;2019
0827903001;1842;2019
0827903002;1531;2019
0827903003;1751;2019
0827903004;1371;2019
0827903005;2531;2019
0827903006;2137;2019
0827903007;2260;2019
0827903008;1985;2019
0827903014;1749;2019
0827903015;1276;2019
0827903016;1180;2019
0827903017;1252;2019
0827903018;1147;2019
0827903019;1548;2019
0827903020;1741;2019
0827904001;1459;2019
0827904002;1528;2019
0827904003;1686;2019
0827904004;1513;2019
0827904005;1709;2019
0827904006;2126;2019
0827904007;2589;2019
0827904008;1350;2019
0827904009;1050;2019
0827904010;1419;2019
0827904012;1356;2019
0827904013;1553;2019
0827904014;1323;2019
0827904015;1235;2019
0827904016;1243;2019
0827904017;1496;2019
0827904018;2666;2019
0827904019;1301;2019
0827904020;876;2019
0827904021;1261;2019
0827904022;2268;2019
0827904023;2246;2019
0827904024;2114;2019
0827904025;1189;2019
0827904026;1444;2019
0827905001;2037;2019
0827905002;1339;2019
0827905003;2055;2019
0827905004;1676;2019
0827905005;984;2019
0827905006;2058;2019
0827905007;1121;2019
0827905008;1896;2019
0827905009;1731;2019
0827905010;1992;2019
0827905011;1886;2019
0827905012;742;2019
0827905013;1660;2019
0827905014;2238;2019
0827905015;2097;2019
0827905016;2587;2019
0827905017;1857;2019
0827905018;1215;2019
0827905019;1310;2019
0827905020;1581;2019
0827905021;1798;2019
0827905022;780;2019
0827905023;1755;2019
0827905024;1574;2019
0827905025;1183;2019
0827905026;1209;2019
0827905027;1208;2019
0827905028;1229;2019
0827905029;1381;2019
0827906001;1198;2019
0827906002;1786;2019
0827906003;2273;2019
0827906004;1535;2019
0827906005;1611;2019
0827906006;1573;2019
0827906008;2263;2019
0827906009;1326;2019
0827906010;2170;2019
0827906011;1623;2019
0827906012;1408;2019
0827906013;957;2019
0827906014;1258;2019
0827906016;1764;2019
0827906018;1255;2019
0827906020;1893;2019
0827906023;1386;2019
0827906024;2496;2019
0827906025;2086;2019
0827906026;1667;2019
0827906027;1280;2019
0827906028;1535;2019
0827906029;1123;2019
0827906030;781;2019
0827906031;964;2019
0827906032;880;2019
0827906033;1526;2019
0827907001;2798;2019
0827907002;2004;2019
0827907003;1722;2019
0827907004;2249;2019
0828001001;111;2019
0828101001;2136;2019
0828101002;2343;2019
0828101003;1918;2019
0828201001;2539;2019
0828201002;2192;2019
0828201003;1144;2019
0828201004;1687;2019
0828201005;1278;2019
0828301001;2409;2019
0828301002;1777;2019
0828301003;2305;2019
0828301004;1750;2019
0828401001;2376;2019
0828401002;1718;2019
0828401003;2138;2019
0828401004;2511;2019
0828402001;2833;2019
0828402002;3081;2019
0828402003;2559;2019
0828501001;1011;2019
0828501002;2144;2019
0828501004;2220;2019
0828502001;2019;2019
0828502002;1404;2019
0828503001;1855;2019
0828503002;1520;2019
0828503003;2174;2019
0828601001;2253;2019
0828601002;1461;2019
0828701001;1419;2019
0828801001;2348;2019
0828901001;1354;2019
0828901002;1534;2019
0828901003;2026;2019
0828901004;1127;2019
0829001001;2093;2019
0829101001;1510;2019
0829101002;2185;2019
0829101003;1885;2019
0829101004;1108;2019
0829201001;1373;2019
0829301001;250;2019
0829401001;2891;2019
0829501001;2692;2019
0829501002;2428;2019
0829501003;1719;2019
0829501004;1015;2019
0829501005;1210;2019
0829501006;1869;2019
0829501007;2792;2019
0829501008;1281;2019
0829601001;2579;2019
0829701001;182;2019
0829801001;2604;2019
0829802001;1363;2019
0829802002;2269;2019
0829802003;2281;2019
0829802004;2075;2019
0829802005;2251;2019
0829802006;2162;2019
0829803001;1281;2019
0829803003;2467;2019
0829803004;992;2019
0829803005;3433;2019
0829803006;1869;2019
0829803007;2421;2019
0829803008;2400;2019
0829803009;793;2019
0829803010;957;2019
0829803011;1674;2019
0829803012;2215;2019
0829803013;946;2019
0829804001;2830;2019
0829804002;2849;2019
0829804003;1294;2019
0829804004;2054;2019
0829805001;734;2019
0829901001;416;2019
0830001001;1974;2019
0830001002;2400;2019
0830001003;1349;2019
0830001004;1088;2019
0830001006;701;2019
0830101001;1439;2019
0830101002;2893;2019
0830101003;2600;2019
0830101004;1757;2019
0830101005;851;2019
0830101006;1620;2019
0830101007;1314;2019
0830101008;1313;2019
0830101009;1305;2019
0830101010;1318;2019
0830101011;1576;2019
0830101012;991;2019
0830101013;1232;2019
0830101014;2385;2019
0830101015;765;2019
0830101016;1751;2019
0830102001;1372;2019
0830102002;1532;2019
0830102003;2002;2019
0830102004;1097;2019
0830102005;991;2019
0830102006;1444;2019
0830102007;1460;2019
0830102008;1347;2019
0830102009;1582;2019
0830102010;1550;2019
0830102011;1098;2019
0830102012;1399;2019
0830102013;1475;2019
0830102014;1026;2019
0830102015;1877;2019
0830102016;1826;2019
0830102017;1757;2019
0830102018;876;2019
0830102019;770;2019
0830102020;1695;2019
0830102021;1181;2019
0830102022;1756;2019
0830102023;1213;2019
0830102024;946;2019
0830102025;1892;2019
0830102026;1609;2019
0830102027;1027;2019
0830102028;1337;2019
0830102029;2364;2019
0830201001;1859;2019
0830201002;1939;2019
0830201003;1953;2019
0830201004;1730;2019
0830201005;2097;2019
0830201006;1170;2019
0830201007;1710;2019
0830301001;299;2019
0830401001;1107;2019
0830501001;1637;2019
0830501002;2529;2019
0830501003;1021;2019
0830502001;2102;2019
0830502002;1814;2019
0830502003;1587;2019
0830502004;1840;2019
0830502005;2085;2019
0830502006;2520;2019
0830503001;1579;2019
0830503002;1150;2019
0830503003;2862;2019
0830503004;1598;2019
0830504001;1790;2019
0830504002;1735;2019
0830504003;1611;2019
0830504004;1434;2019
0830504005;2167;2019
0830504006;1259;2019
0830504007;1184;2019
0830504008;2385;2019
0830504009;1857;2019
0830601001;716;2019
0830701001;2202;2019
0830701002;1099;2019
0830701003;2071;2019
0830701004;1027;2019
0830701005;915;2019
0830701006;1745;2019
0830701007;2122;2019
0830701008;2347;2019
0830701009;1814;2019
0830701010;1303;2019
0830701011;1591;2019
0830702001;3513;2019
0830702002;2259;2019
0830702003;1903;2019
0830702004;2208;2019
0830702005;554;2019
0830702006;1524;2019
0830702007;2434;2019
0830703001;840;2019
0830703002;1388;2019
0830703003;1274;2019
0830703004;2798;2019
0830703005;1619;2019
0830704001;1227;2019
0830704002;823;2019
0830704003;871;2019
0830704004;1839;2019
0830704005;1983;2019
0830704006;1797;2019
0830704007;3910;2019
0830704008;1088;2019
0830704009;1128;2019
0830704010;1889;2019
0830704011;1857;2019
0830704012;1497;2019
0830704013;1435;2019
0830704014;1936;2019
0830704015;1749;2019
0830704016;1507;2019
0830801001;168;2019
0890101001;279;2019
0890201001;2445;2019
0890201002;1310;2019
0890201003;1677;2019
0890301001;228;2019
0890401001;1046;2019
0890401002;897;2019
0890401003;1188;2019
0890401004;1182;2019
0890401005;1247;2019
0890401006;1374;2019
0890401007;1057;2019
0890401008;1145;2019
0890401009;1084;2019
0890401010;871;2019
0890401011;1144;2019
0890401012;1145;2019
0890501001;1502;2019
0890501002;1452;2019
0800101001;1497;2020
0800101002;1868;2020
0800101003;835;2020
0800101004;1922;2020
0800101005;1844;2020
0800101007;2627;2020
0800101008;1945;2020
0800201001;282;2020
0800301001;2752;2020
0800301002;2519;2020
0800301003;2262;2020
0800301004;2371;2020
0800401001;261;2020
0800501001;2527;2020
0800501002;1729;2020
0800501003;2504;2020
0800501004;1131;2020
0800501005;755;2020
0800601001;2536;2020
0800601002;2321;2020
0800601003;1237;2020
0800601004;1241;2020
0800602001;1765;2020
0800602002;1944;2020
0800602003;1862;2020
0800602004;1354;2020
0800602005;1681;2020
0800701001;1590;2020
0800701002;3056;2020
0800702001;2154;2020
0800702002;2321;2020
0800801001;219;2020
0800901001;846;2020
0800901002;1686;2020
0800901003;896;2020
0800901004;1933;2020
0800901005;1136;2020
0800901006;2181;2020
0800902001;1231;2020
0800902002;1391;2020
0800902003;1236;2020
0801001001;1491;2020
0801002001;1577;2020
0801002002;942;2020
0801002003;1752;2020
0801101001;2220;2020
0801201001;2289;2020
0801301001;1697;2020
0801401001;2512;2020
0801501001;1476;2020
0801501002;1258;2020
0801501003;996;2020
0801501004;1432;2020
0801501005;1513;2020
0801501007;1250;2020
0801502001;1370;2020
0801502002;1727;2020
0801502003;949;2020
0801502004;2082;2020
0801502005;1281;2020
0801502007;1307;2020
0801502008;2283;2020
0801502009;1224;2020
0801502010;1547;2020
0801502011;1504;2020
0801502012;1085;2020
0801502013;1262;2020
0801502015;1089;2020
0801503001;2861;2020
0801503003;1909;2020
0801503004;1770;2020
0801503005;1540;2020
0801503006;1270;2020
0801503007;1264;2020
0801503008;740;2020
0801503009;1808;2020
0801503010;943;2020
0801503011;1265;2020
0801503013;1768;2020
0801503014;1486;2020
0801504001;2147;2020
0801504002;1618;2020
0801504003;1563;2020
0801504004;2377;2020
0801504005;1939;2020
0801504006;2597;2020
0801504007;1368;2020
0801504008;1366;2020
0801504009;931;2020
0801504010;1267;2020
0801504011;1485;2020
0801504012;1442;2020
0801504013;1130;2020
0801504014;2465;2020
0801504015;1381;2020
0801504016;2007;2020
0801505001;2266;2020
0801505002;835;2020
0801505003;3013;2020
0801505004;1762;2020
0801505005;1972;2020
0801505006;1218;2020
0801505007;1048;2020
0801506001;1362;2020
0801506002;1693;2020
0801506003;1109;2020
0801506004;1205;2020
0801506005;1354;2020
0801506006;998;2020
0801507001;1970;2020
0801507002;2334;2020
0801507003;1582;2020
0801507004;1151;2020
0801507005;885;2020
0801507006;1100;2020
0801507007;1265;2020
0801507008;1676;2020
0801507009;1707;2020
0801507010;968;2020
0801507011;2108;2020
0801507013;2407;2020
0801507014;1761;2020
0801507015;1092;2020
0801507017;3403;2020
0801507018;1450;2020
0801507020;1428;2020
0801507021;942;2020
0801507022;760;2020
0801507023;2097;2020
0801507024;1868;2020
0801507028;2112;2020
0801507029;2000;2020
0801507030;1936;2020
0801507031;1256;2020
0801508001;2770;2020
0801508002;2491;2020
0801508003;2117;2020
0801508004;766;2020
0801508005;971;2020
0801508006;1597;2020
0801508007;1373;2020
0801508008;1972;2020
0801508009;1249;2020
0801508011;870;2020
0801508012;2569;2020
0801508013;961;2020
0801509001;2318;2020
0801509002;1950;2020
0801509003;1127;2020
0801509004;2053;2020
0801509005;1139;2020
0801509006;1733;2020
0801509008;1472;2020
0801509009;1048;2020
0801509010;1210;2020
0801509011;1029;2020
0801509012;1615;2020
0801509013;765;2020
0801509014;1590;2020
0801509015;1867;2020
0801509016;1666;2020
0801509017;1923;2020
0801509018;1762;2020
0801509019;1258;2020
0801509020;635;2020
0801509021;1651;2020
0801509022;1389;2020
0801509023;1687;2020
0801509024;1937;2020
0801509025;1305;2020
0801509026;1245;2020
0801509027;995;2020
0801509028;2199;2020
0801509030;2070;2020
0801509031;947;2020
0801509032;1059;2020
0801509033;1532;2020
0801509034;1749;2020
0801509035;1631;2020
0801509036;1241;2020
0801509037;1678;2020
0801509038;1826;2020
0801509042;1507;2020
0801509043;1656;2020
0801509044;1010;2020
0801509045;1588;2020
0801509047;1100;2020
0801509049;1703;2020
0801509052;852;2020
0801509053;1220;2020
0801509054;1200;2020
0801509057;1334;2020
0801509058;1370;2020
0801509059;1184;2020
0801601001;2140;2020
0801701001;2815;2020
0801701002;1025;2020
0801801001;1516;2020
0801801002;1281;2020
0801801003;395;2020
0801901001;1284;2020
0801901002;1463;2020
0801901003;3681;2020
0801901004;2926;2020
0801901005;2372;2020
0801901006;1539;2020
0801901007;1993;2020
0801901008;3268;2020
0801901009;2247;2020
0801901010;2434;2020
0801901011;3214;2020
0801901012;1938;2020
0801901013;1437;2020
0801901014;2124;2020
0801901015;2378;2020
0801901016;2206;2020
0801901017;2635;2020
0801901018;1589;2020
0801901019;2963;2020
0801901020;2170;2020
0801901021;2177;2020
0801901022;1422;2020
0801901023;2109;2020
0801901025;1346;2020
0801901026;7817;2020
0801901027;1574;2020
0801901028;1904;2020
0801901029;1453;2020
0801901030;2418;2020
0801901031;1558;2020
0801901032;1814;2020
0801901033;1113;2020
0801901034;940;2020
0801901035;1271;2020
0801901036;1193;2020
0801901037;1416;2020
0801901038;1518;2020
0801901039;1349;2020
0801901040;1107;2020
0801901041;1585;2020
0801901042;1753;2020
0801901043;1675;2020
0801901044;1429;2020
0801901045;1960;2020
0801901046;1827;2020
0801901047;1735;2020
0801901048;2119;2020
0801901049;1614;2020
0801901050;1577;2020
0801901051;1887;2020
0801901052;2876;2020
0801901053;1831;2020
0801901054;1269;2020
0801901055;1361;2020
0801902001;1280;2020
0801902002;3404;2020
0801902003;1205;2020
0801902004;1543;2020
0801902005;2047;2020
0801902006;1677;2020
0801902007;1289;2020
0801902008;1940;2020
0801902009;1797;2020
0801902010;1243;2020
0801902011;1144;2020
0801902012;1536;2020
0801902013;1166;2020
0801902014;1376;2020
0801902015;1600;2020
0801902016;1892;2020
0801902017;1972;2020
0801902018;1844;2020
0801902019;1981;2020
0801902020;1480;2020
0801902021;1530;2020
0801902022;1303;2020
0801902023;1053;2020
0801902024;1149;2020
0801902025;1162;2020
0801902026;2179;2020
0801902027;2058;2020
0801902028;2074;2020
0801902029;1314;2020
0801902030;1376;2020
0801902031;1048;2020
0801902032;1187;2020
0801902033;1216;2020
0801902034;1237;2020
0801902035;1307;2020
0801902036;1196;2020
0801902037;1184;2020
0801902038;1568;2020
0801902039;1768;2020
0801902040;1669;2020
0801902041;1683;2020
0801902042;1608;2020
0801902043;1484;2020
0801902044;1280;2020
0801902045;1156;2020
0801902046;1953;2020
0801902047;1968;2020
0801902048;1289;2020
0801902049;2122;2020
0801902050;1648;2020
0801902051;1881;2020
0801902052;1840;2020
0801902053;1823;2020
0801902054;1874;2020
0801902055;1823;2020
0801902056;1482;2020
0801902057;1306;2020
0801902058;1383;2020
0801902059;1744;2020
0801902060;1745;2020
0801902061;1379;2020
0801902062;1511;2020
0801902063;1263;2020
0801902064;1326;2020
0801902065;1929;2020
0801902066;1771;2020
0801902067;1691;2020
0801902068;1631;2020
0801902069;1399;2020
0801902070;1277;2020
0801902071;1683;2020
0801902072;1199;2020
0801902073;1664;2020
0801902074;1294;2020
0801902075;1282;2020
0801902076;1639;2020
0801902077;1669;2020
0801902078;1338;2020
0801902079;1361;2020
0801902080;1557;2020
0801902081;2124;2020
0801902082;902;2020
0801902083;1828;2020
0801902084;2059;2020
0801902085;1436;2020
0801902086;1468;2020
0801902087;1448;2020
0801902088;1667;2020
0801902089;1850;2020
0801902090;1662;2020
0801902091;1896;2020
0801902092;2495;2020
0801902093;1676;2020
0801902094;1509;2020
0801902095;1543;2020
0801902096;1442;2020
0801902097;1108;2020
0801902098;1538;2020
0801902099;1617;2020
0801902100;1348;2020
0801902101;2190;2020
0801902102;1392;2020
0801902103;1628;2020
0801902104;1164;2020
0801902105;2112;2020
0801902106;1444;2020
0801902107;1652;2020
0801902108;1665;2020
0801902109;2040;2020
0801902110;1923;2020
0801902111;1871;2020
0801902112;1339;2020
0801902113;2286;2020
0801902114;1669;2020
0801902115;1378;2020
0801902116;1039;2020
0801902117;1203;2020
0801902118;1491;2020
0801902119;1248;2020
0801902120;1168;2020
0801902121;1281;2020
0801902122;1056;2020
0801902123;1142;2020
0801902124;1088;2020
0801902125;1700;2020
0801902126;1463;2020
0801902127;1165;2020
0801902128;1317;2020
0801902129;1542;2020
0801902130;1156;2020
0801902131;1197;2020
0801902132;1109;2020
0801902133;845;2020
0801902134;1469;2020
0801902135;2200;2020
0801902136;914;2020
0801902137;1496;2020
0801902138;1953;2020
0801902139;1680;2020
0801902140;1917;2020
0801902141;1193;2020
0801902142;2036;2020
0801902143;1388;2020
0801902144;1583;2020
0801902145;1255;2020
0801902146;1195;2020
0801902147;2201;2020
0801902148;1582;2020
0801902149;1841;2020
0801902150;1517;2020
0801902151;1526;2020
0801902152;1271;2020
0801902153;1366;2020
0801902154;1092;2020
0801902155;1879;2020
0801902156;1273;2020
0801902157;1243;2020
0801902158;1623;2020
0801902159;1968;2020
0801902160;1979;2020
0801902161;1186;2020
0801902162;1415;2020
0801902163;1846;2020
0801902164;1513;2020
0801902165;1696;2020
0801902166;2116;2020
0801902167;2178;2020
0801902168;2330;2020
0801902169;1567;2020
0801902170;1588;2020
0801902171;1671;2020
0801902172;1563;2020
0801902173;1494;2020
0801903001;1681;2020
0801903002;1931;2020
0801903003;1757;2020
0801903004;1618;2020
0801903005;1224;2020
0801903006;1414;2020
0801903007;1680;2020
0801903008;1167;2020
0801903009;1253;2020
0801903010;1906;2020
0801903011;1771;2020
0801903012;2172;2020
0801903013;1837;2020
0801903014;1770;2020
0801903015;2989;2020
0801903016;1214;2020
0801903017;1658;2020
0801903018;1745;2020
0801903019;1583;2020
0801903020;1218;2020
0801903021;1130;2020
0801903022;1437;2020
0801903023;1923;2020
0801903024;2061;2020
0801903025;1226;2020
0801903026;1036;2020
0801903027;1753;2020
0801903028;2662;2020
0801903029;1314;2020
0801903030;1599;2020
0801903031;2443;2020
0801903032;1717;2020
0801903033;1488;2020
0801903034;1543;2020
0801903035;2300;2020
0801903036;2424;2020
0801903037;1054;2020
0801903038;963;2020
0801903039;2565;2020
0801903040;1482;2020
0801903041;1423;2020
0801903042;1400;2020
0801903043;1673;2020
0801903044;1871;2020
0801903045;1087;2020
0801903046;1418;2020
0801903047;1832;2020
0801903048;1361;2020
0801903049;1669;2020
0801903050;1653;2020
0801903051;1945;2020
0801903052;1312;2020
0801903053;2201;2020
0801903054;1731;2020
0801903055;1582;2020
0801903056;902;2020
0801903057;1507;2020
0801903058;1743;2020
0801903059;1222;2020
0801903060;1402;2020
0801903061;1149;2020
0801903062;1580;2020
0801903063;1907;2020
0801903064;1220;2020
0801903065;1356;2020
0801903066;2332;2020
0801903067;1749;2020
0801903068;1175;2020
0801903069;1211;2020
0801903070;1341;2020
0801903071;1287;2020
0801903072;1488;2020
0801903073;1650;2020
0801903074;1765;2020
0801903075;1756;2020
0801903076;1080;2020
0801903077;1342;2020
0801903078;1745;2020
0801903079;1814;2020
0801903080;1551;2020
0801903081;1901;2020
0801903082;1980;2020
0801903083;1399;2020
0801903084;1445;2020
0801903085;1375;2020
0801903086;1240;2020
0801903087;1492;2020
0801903088;1383;2020
0801903089;1244;2020
0801903090;1029;2020
0801903091;1492;2020
0801903092;1222;2020
0801903093;1517;2020
0801903094;1225;2020
0801903095;1650;2020
0801903096;1565;2020
0801903097;1740;2020
0801903098;1449;2020
0801903099;981;2020
0801903100;1343;2020
0801903101;4039;2020
0801903102;1323;2020
0801903103;1196;2020
0801903104;1448;2020
0801903105;1151;2020
0801903106;1272;2020
0801903107;1603;2020
0801903108;1683;2020
0801903109;1579;2020
0801903110;1509;2020
0801903111;1289;2020
0801903112;1892;2020
0801903113;1683;2020
0801903114;1481;2020
0801903211;1527;2020
0801903212;2487;2020
0801903213;2451;2020
0801904001;1266;2020
0801904002;1958;2020
0801904003;1097;2020
0801904004;1005;2020
0801904005;1217;2020
0801904006;1109;2020
0801904007;1067;2020
0801904008;1006;2020
0801904009;1453;2020
0801904010;924;2020
0801904011;1760;2020
0801904012;1436;2020
0801904013;1226;2020
0801904014;850;2020
0801904015;1910;2020
0801904016;1075;2020
0801904017;1210;2020
0801904018;1548;2020
0801904019;1376;2020
0801904020;1504;2020
0801904021;1330;2020
0801904022;1631;2020
0801904023;1050;2020
0801904024;1046;2020
0801904025;1179;2020
0801904026;1235;2020
0801904027;1331;2020
0801904028;1324;2020
0801904029;1143;2020
0801904030;1849;2020
0801904031;1927;2020
0801904032;1583;2020
0801904033;1156;2020
0801904034;1500;2020
0801904035;1406;2020
0801904036;1716;2020
0801904037;2107;2020
0801904038;1253;2020
0801904039;1200;2020
0801904040;1639;2020
0801904041;1329;2020
0801904042;1759;2020
0801904043;1647;2020
0801904044;1606;2020
0801904045;1416;2020
0801904046;2430;2020
0801904047;1801;2020
0801904048;1507;2020
0801904049;1187;2020
0801904050;2043;2020
0801904051;1648;2020
0801904052;2196;2020
0801904053;1676;2020
0801904054;1032;2020
0801904055;1522;2020
0801904056;1788;2020
0801904084;1343;2020
0801905001;1766;2020
0801905002;1571;2020
0801905003;1362;2020
0801905004;1107;2020
0801905005;1253;2020
0801905006;1832;2020
0801905007;1787;2020
0801905008;1693;2020
0801905009;1717;2020
0801905010;1597;2020
0801905011;1408;2020
0801905012;1373;2020
0801905013;1694;2020
0801905014;1598;2020
0801905015;1612;2020
0801905016;1944;2020
0801905017;1577;2020
0801905018;1273;2020
0801905019;1706;2020
0801905020;1155;2020
0801905021;1348;2020
0801905022;1774;2020
0801905023;1466;2020
0801905024;1947;2020
0801905025;1315;2020
0801905026;1445;2020
0801905027;1410;2020
0801905028;1678;2020
0801905029;1664;2020
0801905030;1420;2020
0801905031;1673;2020
0801905032;1840;2020
0801905033;1382;2020
0801905034;1342;2020
0801905035;1078;2020
0801905036;1740;2020
0801905037;1435;2020
0801905038;1358;2020
0801905039;1521;2020
0801905040;1436;2020
0801905041;1927;2020
0801905042;1315;2020
0801905043;1469;2020
0801905044;1353;2020
0801905045;1639;2020
0801905046;1149;2020
0801905047;1270;2020
0801905048;1266;2020
0801905049;1690;2020
0801905050;1647;2020
0801905051;1617;2020
0801905052;1473;2020
0801905053;1478;2020
0801905054;1050;2020
0801905055;1437;2020
0801905056;1203;2020
0801905057;1693;2020
