GEOID;Population;Year
0818702015;1432;2021
0818702016;1429;2021
0818702017;961;2021
0818703001;1625;2021
0818703002;1428;2021
0818703003;1755;2021
0818703004;1761;2021
0818703005;1001;2021
0818703006;982;2021
0818703007;865;2021
0818703008;1326;2021
0818703009;1051;2021
0818703010;659;2021
0818703011;1426;2021
0818703012;1153;2021
0818703013;1115;2021
0818703014;1814;2021
0818703015;1432;2021
0818703016;1432;2021
0818703017;1075;2021
0818703018;1269;2021
0818703019;802;2021
0818703020;717;2021
0818703021;1259;2021
0818703022;796;2021
0818703023;1796;2021
0818703024;1966;2021
0818703025;1531;2021
0818703026;707;2021
0818703027;724;2021
0818704001;1810;2021
0818704002;1342;2021
0818704003;1065;2021
0818704004;1619;2021
0818704005;1633;2021
0818704006;1627;2021
0818704007;1108;2021
0818704008;1845;2021
0818704009;1110;2021
0818704010;1245;2021
0818704011;980;2021
0818704012;1190;2021
0818704013;1821;2021
0818704014;1217;2021
0818704015;946;2021
0818704016;2224;2021
0818704017;1918;2021
0818704018;789;2021
0818704019;1398;2021
0818704020;945;2021
0818704021;1176;2021
0818704022;879;2021
0818704023;1211;2021
0818704024;1132;2021
0818704025;1313;2021
0818704026;1401;2021
0818704027;1970;2021
0818704028;1302;2021
0818704029;1423;2021
0818704030;2169;2021
0818705001;1736;2021
0818705002;1973;2021
0818705003;1581;2021
0818705004;932;2021
0818705005;1365;2021
0818705006;1164;2021
0818705007;796;2021
0818705008;1140;2021
0818705009;1604;2021
0818705011;1134;2021
0818705012;1296;2021
0818705013;1699;2021
0818705014;1210;2021
0818705015;1445;2021
0818705016;1465;2021
0818706001;949;2021
0818706002;1025;2021
0818706003;1297;2021
0818706004;1301;2021
0818706005;1164;2021
0818706006;1255;2021
0818706007;1097;2021
0818706008;1597;2021
0818706009;2120;2021
0818706010;968;2021
0818706011;895;2021
0818706012;1086;2021
0818706013;773;2021
0818706014;2085;2021
0818706016;1874;2021
0818706017;1139;2021
0818706018;1746;2021
0818706020;1248;2021
0818706021;1222;2021
0818706022;1871;2021
0818706023;1937;2021
0818706024;1059;2021
0818706025;1091;2021
0818707001;1012;2021
0818707002;1528;2021
0818707003;1018;2021
0818707004;883;2021
0818707005;1122;2021
0818707006;696;2021
0818707007;1604;2021
0818707008;1181;2021
0818801001;151;2021
0818901001;159;2021
0819001001;283;2021
0819101001;1255;2021
0819101003;1325;2021
0819101004;1379;2021
0819101005;1359;2021
0819101006;885;2021
0819102001;514;2021
0819201001;1458;2021
0819201002;2568;2021
0819201003;2576;2021
0819201004;964;2021
0819301001;1438;2021
0819401001;1533;2021
0819401002;1762;2021
0819401003;2012;2021
0819401004;1751;2021
0819401005;2033;2021
0819401006;1267;2021
0819402001;1810;2021
0819402002;1829;2021
0819402003;1586;2021
0819402004;1870;2021
0819402005;1993;2021
0819403001;661;2021
0819404001;1669;2021
0819405001;1544;2021
0819405002;1559;2021
0819405003;980;2021
0819405004;1286;2021
0819406001;448;2021
0819406002;1321;2021
0819406003;975;2021
0819406004;1664;2021
0819406005;1291;2021
0819406006;1669;2021
0819406007;2770;2021
0819501001;92;2021
0819601001;2092;2021
0819601002;2020;2021
0819601003;1655;2021
0819601004;1784;2021
0819601005;1546;2021
0819601006;1764;2021
0819601007;1771;2021
0819601008;1480;2021
0819601009;2705;2021
0819601010;2413;2021
0819601011;2168;2021
0819601012;1885;2021
0819601013;1089;2021
0819601014;2803;2021
0819701001;2102;2021
0819701002;2200;2021
0819701003;1820;2021
0819702001;1829;2021
0819702002;1855;2021
0819702003;1344;2021
0819801001;1763;2021
0819801002;1593;2021
0819801003;1320;2021
0819801004;1707;2021
0819901001;913;2021
0820001001;1086;2021
0820001002;1529;2021
0820001003;1035;2021
0820001004;1745;2021
0820001005;2561;2021
0820001006;867;2021
0820001007;1036;2021
0820002001;2621;2021
0820002002;1945;2021
0820002003;1931;2021
0820002004;1281;2021
0820002005;1411;2021
0820002006;1534;2021
0820002007;1161;2021
0820002008;1449;2021
0820002009;1652;2021
0820002010;2222;2021
0820002011;1573;2021
0820002012;2473;2021
0820002013;2098;2021
0820002014;1880;2021
0820002015;1682;2021
0820002016;1492;2021
0820002017;1484;2021
0820002018;1495;2021
0820002019;776;2021
0820003001;1813;2021
0820003002;1816;2021
0820003003;2149;2021
0820003004;1013;2021
0820003005;2389;2021
0820003006;1493;2021
0820003007;2127;2021
0820003008;737;2021
0820003009;1271;2021
0820004001;2125;2021
0820004002;2115;2021
0820004003;1224;2021
0820004004;1352;2021
0820004005;1950;2021
0820004006;2142;2021
0820004007;2007;2021
0820004008;1862;2021
0820004009;1129;2021
0820005001;2020;2021
0820005002;1679;2021
0820005003;1655;2021
0820006001;2460;2021
0820006002;1904;2021
0820006003;1304;2021
0820101001;573;2021
0820201001;2076;2021
0820201002;1036;2021
0820201003;2111;2021
0820201004;960;2021
0820201005;2517;2021
0820201006;2455;2021
0820201007;1762;2021
0820201008;1216;2021
0820201009;1804;2021
0820202001;2239;2021
0820301001;1906;2021
0820301002;1664;2021
0820401001;2241;2021
0820401002;1952;2021
0820501001;2007;2021
0820501002;1718;2021
0820501003;1184;2021
0820501004;2021;2021
0820501005;1862;2021
0820501006;2509;2021
0820501007;1053;2021
0820501008;2641;2021
0820501009;1677;2021
0820501010;1564;2021
0820501011;1791;2021
0820501012;2474;2021
0820501013;1600;2021
0820501014;1021;2021
0820501015;2344;2021
0820501016;1215;2021
0820501017;3929;2021
0820501018;2360;2021
0820501019;1192;2021
0820501020;1502;2021
0820501021;975;2021
0820501022;1572;2021
0820501023;1595;2021
0820502001;1567;2021
0820502002;1999;2021
0820502003;1661;2021
0820502004;1375;2021
0820502005;1569;2021
0820502006;1849;2021
0820502007;1625;2021
0820502008;1999;2021
0820502009;1733;2021
0820502010;2156;2021
0820502011;1595;2021
0820502012;1662;2021
0820503001;1836;2021
0820503002;2228;2021
0820503003;2277;2021
0820503004;2103;2021
0820504001;1379;2021
0820504002;1529;2021
0820504003;1956;2021
0820505001;1839;2021
0820505002;1551;2021
0820505003;2212;2021
0820505004;2198;2021
0820505005;1478;2021
0820505006;2924;2021
0820505007;3206;2021
0820505008;1316;2021
0820506001;1384;2021
0820601001;1004;2021
0820701001;2997;2021
0820801001;1833;2021
0820801002;2202;2021
0820801003;1247;2021
0820801004;1375;2021
0820801005;1114;2021
0820901001;2116;2021
0820901002;1971;2021
0820901003;2362;2021
0820901004;2548;2021
0821001001;1674;2021
0821001002;1975;2021
0821002001;1546;2021
0821002002;1211;2021
0821101001;1693;2021
0821101002;1244;2021
0821101003;1450;2021
0821101004;1960;2021
0821101005;3064;2021
0821101006;730;2021
0821101007;1643;2021
0821102003;1418;2021
0821102004;1521;2021
0821102006;1386;2021
0821102007;1153;2021
0821102008;1533;2021
0821103001;1619;2021
0821103002;2320;2021
0821103003;1783;2021
0821103004;1913;2021
0821103005;1648;2021
0821104003;1015;2021
0821104006;1814;2021
0821104007;746;2021
0821104008;829;2021
0821105001;1026;2021
0821105002;914;2021
0821105003;1549;2021
0821105004;1252;2021
0821105005;1459;2021
0821106004;1351;2021
0821107001;2116;2021
0821107002;2094;2021
0821107003;1220;2021
0821201001;617;2021
0821301001;1279;2021
0821301002;1250;2021
0821301003;2085;2021
0821301004;972;2021
0821301005;1438;2021
0821301006;1912;2021
0821401001;1399;2021
0821401002;1005;2021
0821401003;1612;2021
0821401004;1375;2021
0821402001;2250;2021
0821402002;1433;2021
0821501001;1237;2021
0821501002;1155;2021
0821501003;1155;2021
0821601001;28;2021
0821701001;1763;2021
0821701002;1078;2021
0821701003;1892;2021
0821701004;2601;2021
0821701005;1838;2021
0821701006;1038;2021
0821701007;1325;2021
0821701008;1528;2021
0821701009;1511;2021
0821701010;2058;2021
0821702002;2657;2021
0821702003;726;2021
0821702004;1393;2021
0821703001;1304;2021
0821703002;1364;2021
0821703003;863;2021
0821703004;1639;2021
0821703005;1160;2021
0821704001;2780;2021
0821705001;2534;2021
0821705002;1078;2021
0821801001;2227;2021
0821801002;2128;2021
0821801003;2296;2021
0821801005;1800;2021
0821801006;2420;2021
0821901001;1148;2021
0821901002;1847;2021
0821901003;2286;2021
0821901004;2164;2021
0821901005;1310;2021
0821901006;1343;2021
0821902001;1282;2021
0821902002;1292;2021
0821902003;1296;2021
0821902004;1268;2021
0821902005;1190;2021
0821903001;1381;2021
0821903002;1061;2021
0821903003;1120;2021
0821903004;948;2021
0822001001;1667;2021
0822001002;1485;2021
0822101001;1464;2021
0822101002;2374;2021
0822101003;2490;2021
0822101004;2071;2021
0822101005;2090;2021
0822101006;2121;2021
0822101007;1872;2021
0822101008;1374;2021
0822101009;1055;2021
0822101010;2468;2021
0822201001;2459;2021
0822301001;2514;2021
0822401001;1186;2021
0822501001;107;2021
0822601001;1236;2021
0822701001;2201;2021
0822701002;1085;2021
0822801001;344;2021
0822901001;614;2021
0823001001;2705;2021
0823001002;1842;2021
0823001003;1539;2021
0823001004;1813;2021
0823001005;965;2021
0823001006;1555;2021
0823101001;1739;2021
0823101002;1499;2021
0823101003;2144;2021
0823101004;2094;2021
0823101005;2390;2021
0823101006;1856;2021
0823101007;2094;2021
0823101008;1587;2021
0823101009;2688;2021
0823101010;1784;2021
0823101011;1288;2021
0823101012;1656;2021
0823101013;1784;2021
0823101014;1312;2021
0823101015;2082;2021
0823101016;1488;2021
0823101017;2040;2021
0823201001;2411;2021
0823301001;1033;2021
0823301002;1455;2021
0823401001;1211;2021
0823401002;1455;2021
0823401003;2005;2021
0823501001;1648;2021
0823501002;2445;2021
0823501003;1445;2021
0823601001;2367;2021
0823701001;1319;2021
0823701002;826;2021
0823801001;1639;2021
0823801002;1272;2021
0823801003;2274;2021
0823801004;1755;2021
0823801005;2064;2021
0823801006;1646;2021
0823801007;1748;2021
0823801008;2357;2021
0823801009;1352;2021
0823801010;1398;2021
0823801011;1496;2021
0823801012;1155;2021
0823901001;660;2021
0824001001;1255;2021
0824001002;1997;2021
0824001003;1244;2021
0824001004;1157;2021
0824002001;1259;2021
0824002002;2077;2021
0824002003;1405;2021
0824002004;2446;2021
0824101001;76;2021
0824201001;271;2021
0824301001;179;2021
0824401001;2258;2021
0824401002;785;2021
0824401003;2762;2021
0824401004;1710;2021
0824401005;758;2021
0824501001;1048;2021
0824501002;955;2021
0824501003;1416;2021
0824501004;885;2021
0824501005;935;2021
0824501006;863;2021
0824501007;1615;2021
0824501009;1435;2021
0824501010;1718;2021
0824501011;1089;2021
0824501012;862;2021
0824501013;1994;2021
0824501014;1091;2021
0824501015;925;2021
0824501016;936;2021
0824501017;1522;2021
0824501018;1321;2021
0824501019;1528;2021
0824502001;991;2021
0824502002;1552;2021
0824502003;1719;2021
0824502004;1404;2021
0824502005;1375;2021
0824502006;1313;2021
0824502007;2086;2021
0824502008;1547;2021
0824502009;1215;2021
0824502010;744;2021
0824502011;1419;2021
0824503001;870;2021
0824503002;721;2021
0824503003;920;2021
0824503004;1085;2021
0824503005;1207;2021
0824503006;1168;2021
0824503007;1656;2021
0824503008;827;2021
0824503009;1618;2021
0824503010;660;2021
0824503011;1132;2021
0824503012;1584;2021
0824503013;1595;2021
0824503014;1233;2021
0824503015;1328;2021
0824503016;858;2021
0824503017;700;2021
0824504001;1120;2021
0824504002;1241;2021
0824504003;1652;2021
0824504004;1453;2021
0824504005;1071;2021
0824504006;1290;2021
0824504007;1593;2021
0824504008;1699;2021
0824504009;1461;2021
0824504010;1250;2021
0824504011;1184;2021
0824504012;1067;2021
0824504013;1025;2021
0824504014;1801;2021
0824504015;1459;2021
0824504016;1428;2021
0824505001;1036;2021
0824505002;1382;2021
0824505003;1146;2021
0824505004;873;2021
0824505005;1317;2021
0824505006;1235;2021
0824505007;1105;2021
0824505008;994;2021
0824505009;1222;2021
0824505011;2493;2021
0824505012;1543;2021
0824505013;2416;2021
0824505014;1593;2021
0824505015;1604;2021
0824505016;1255;2021
0824505018;1369;2021
0824505019;1333;2021
0824506002;1167;2021
0824506003;2061;2021
0824506004;880;2021
0824506005;1188;2021
0824506008;2921;2021
0824506009;1824;2021
0824506011;1948;2021
0824506012;2326;2021
0824506014;2599;2021
0824601001;2259;2021
0824701001;1409;2021
0824801001;3769;2021
0824801002;3769;2021
0824901001;378;2021
0825001001;867;2021
0825001002;2242;2021
0825001003;1209;2021
0825001004;847;2021
0825001005;2673;2021
0825001006;1441;2021
0825001007;913;2021
0825101001;1161;2021
0825101002;1670;2021
0825101003;2812;2021
0825101004;2021;2021
0825201001;2567;2021
0825201002;1193;2021
0825201003;1355;2021
0825201004;1426;2021
0825201005;1485;2021
0825201006;1088;2021
0825201007;884;2021
0825201008;1217;2021
0825201009;887;2021
0825201010;1406;2021
0825201011;1691;2021
0825201018;1049;2021
0825201019;1431;2021
0825201020;1054;2021
0825201021;1293;2021
0825201022;2029;2021
0825201023;813;2021
0825201024;968;2021
0825201025;1056;2021
0825201026;2205;2021
0825201027;2450;2021
0825201028;1782;2021
0825201029;1687;2021
0825301001;161;2021
0825401001;2198;2021
0825501001;180;2021
0825601001;882;2021
0825701001;129;2021
0825801001;1065;2021
0825901001;3151;2021
0825901002;2346;2021
0825901003;2410;2021
0825901004;1759;2021
0826001001;1720;2021
0826001002;1303;2021
0826001003;2315;2021
0826001004;2211;2021
0826001005;1638;2021
0826001006;995;2021
0826001007;1280;2021
0826001008;1814;2021
0826001009;2452;2021
0826001010;1092;2021
0826001011;1211;2021
0826001012;2213;2021
0826001013;1182;2021
0826001014;1037;2021
0826001015;1525;2021
0826001016;2045;2021
0826101001;2041;2021
0826101002;1609;2021
0826201001;1709;2021
0826201002;1857;2021
0826201003;2139;2021
0826202001;2681;2021
0826202002;1482;2021
0826301001;795;2021
0826301002;1855;2021
0826301003;1368;2021
0826301004;1850;2021
0826301005;1560;2021
0826301006;862;2021
0826301007;1791;2021
0826301008;1038;2021
0826301009;711;2021
0826301010;1212;2021
0826301011;1434;2021
0826301012;859;2021
0826302001;730;2021
0826302002;2043;2021
0826302003;1358;2021
0826303001;1899;2021
0826303002;1908;2021
0826304001;1825;2021
0826304002;1789;2021
0826304003;1228;2021
0826401001;2437;2021
0826401002;1553;2021
0826401003;1021;2021
0826401004;1512;2021
0826501001;2077;2021
0826601001;2454;2021
0826601002;2250;2021
0826601003;1734;2021
0826601004;1627;2021
0826601005;1045;2021
0826601006;1745;2021
0826601007;790;2021
0826601008;1667;2021
0826601009;1720;2021
0826601010;2155;2021
0826601011;1748;2021
0826601012;2467;2021
0826601013;1074;2021
0826601014;1922;2021
0826601015;1819;2021
0826601016;1531;2021
0826601017;2092;2021
0826601018;1551;2021
0826601019;2136;2021
0826601020;1398;2021
0826601027;1763;2021
0826601028;1691;2021
0826601029;1961;2021
0826601030;2420;2021
0826601031;1017;2021
0826601032;871;2021
0826601033;1408;2021
0826601034;1817;2021
0826601035;2157;2021
0826601036;1453;2021
0826601037;1394;2021
0826601038;1700;2021
0826601039;1092;2021
0826601040;1548;2021
0826701001;1608;2021
0826701002;2219;2021
0826701003;1745;2021
0826701004;2240;2021
0826701005;1535;2021
0826801001;543;2021
0826801002;647;2021
0826901001;2343;2021
0826901002;1353;2021
0827001001;1589;2021
0827001002;1889;2021
0827001003;3918;2021
0827001004;2998;2021
0827001005;1074;2021
0827002001;2282;2021
0827002002;1478;2021
0827002003;1925;2021
0827002004;1733;2021
0827002005;1302;2021
0827002006;1711;2021
0827002007;1279;2021
0827002009;2749;2021
0827002010;2231;2021
0827002011;2059;2021
0827101001;78;2021
0827201001;211;2021
0827301001;866;2021
0827301002;1455;2021
0827301003;828;2021
0827401001;2055;2021
0827401002;971;2021
0827401004;1811;2021
0827401005;1086;2021
0827501001;329;2021
0827601001;325;2021
0827701001;222;2021
0827801001;1916;2021
0827801002;1690;2021
0827801003;1235;2021
0827801004;1846;2021
0827901001;1335;2021
0827901002;1463;2021
0827901004;2065;2021
0827901005;1364;2021
0827901006;1543;2021
0827901007;1842;2021
0827901008;2688;2021
0827901009;1405;2021
0827901010;1280;2021
0827901011;1286;2021
0827901012;1517;2021
0827901013;965;2021
0827901014;2232;2021
0827901015;1362;2021
0827901016;2295;2021
0827901017;2171;2021
0827901018;614;2021
0827901019;1597;2021
0827901020;1394;2021
0827901021;1480;2021
0827901022;1895;2021
0827901023;1329;2021
0827901024;841;2021
0827902001;1943;2021
0827902002;1454;2021
0827902003;1843;2021
0827902004;1617;2021
0827902005;1411;2021
0827902006;1245;2021
0827902008;1290;2021
0827902009;1931;2021
0827902011;1321;2021
0827902012;1637;2021
0827902014;2152;2021
0827902015;780;2021
0827902016;2423;2021
0827902017;2199;2021
0827903001;1834;2021
0827903002;1501;2021
0827903003;1743;2021
0827903004;1379;2021
0827903005;2614;2021
0827903006;2245;2021
0827903007;2313;2021
0827903008;1976;2021
0827903014;1876;2021
0827903015;1285;2021
0827903016;1257;2021
0827903017;1273;2021
0827903018;1156;2021
0827903019;1551;2021
0827903020;1812;2021
0827904001;1474;2021
0827904002;1550;2021
0827904003;1717;2021
0827904004;1524;2021
0827904005;1733;2021
0827904006;2207;2021
0827904007;2633;2021
0827904008;1366;2021
0827904009;1076;2021
0827904010;1406;2021
0827904012;1396;2021
0827904013;1557;2021
0827904014;1344;2021
0827904015;1207;2021
0827904016;1255;2021
0827904017;1521;2021
0827904018;2713;2021
0827904019;1282;2021
0827904020;926;2021
0827904021;1307;2021
0827904022;2266;2021
0827904023;2216;2021
0827904024;2284;2021
0827904025;1177;2021
0827904026;1496;2021
0827905001;2004;2021
0827905002;1358;2021
0827905003;2051;2021
0827905004;1693;2021
0827905005;982;2021
0827905006;2032;2021
0827905007;1152;2021
0827905008;1847;2021
0827905009;1692;2021
0827905010;1995;2021
0827905011;1864;2021
0827905012;751;2021
0827905013;1687;2021
0827905014;2268;2021
0827905015;2120;2021
0827905016;2662;2021
0827905017;1899;2021
0827905018;1190;2021
0827905019;1450;2021
0827905020;1551;2021
0827905021;1730;2021
0827905022;778;2021
0827905023;1804;2021
0827905024;1510;2021
0827905025;1203;2021
0827905026;1210;2021
0827905027;1218;2021
0827905028;1198;2021
0827905029;1482;2021
0827906001;1243;2021
0827906002;1853;2021
0827906003;2309;2021
0827906004;1518;2021
0827906005;1685;2021
0827906006;1555;2021
0827906008;2253;2021
0827906009;1319;2021
0827906010;2158;2021
0827906011;1657;2021
0827906012;1386;2021
0827906013;992;2021
0827906014;1255;2021
0827906016;1750;2021
0827906018;1299;2021
0827906020;1942;2021
0827906023;1450;2021
0827906024;2528;2021
0827906025;2058;2021
0827906026;1686;2021
0827906027;1295;2021
0827906028;1543;2021
0827906029;1110;2021
0827906030;789;2021
0827906031;970;2021
0827906032;901;2021
0827906033;1543;2021
0827907001;2915;2021
0827907002;2012;2021
0827907003;1735;2021
0827907004;2264;2021
0828001001;113;2021
